,n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean
0,1,-2.7080307444935423,1.3443397105531945,17.666435319483305,3.4960629921259843
1,2,-2.892073930560013,2.6455767079545427,18.245887979364902,4.319654427645788
2,3,-2.3069672785837763,3.9514907678816313,15.581250783956515,5.1505791505791505
3,4,-2.327656376237278,5.2271459500827495,20.535662159644517,5.629577464788732
4,5,-2.2335673944068177,6.309307734456703,17.4427080855767,5.943536404160476
5,6,-2.0910645047955745,7.6196467189074895,20.732476525339855,6.290880503144654
6,7,-1.7420930127191405,8.216562072765582,19.987293296048307,6.374800637958533
7,8,-1.184500804743589,9.045116742273663,23.11022928744456,6.5301794453507345
8,9,-1.4480849187777745,10.081762431307393,19.67888845205047,6.760135135135135
9,10,-1.1199456901326057,10.280751954405535,18.412482710645445,6.682274247491639
10,11,-1.0048077746028417,11.242651838321489,21.39078176003554,6.791171477079796
11,12,-0.8589788392997741,11.836752476344024,21.98018373831991,6.786078098471987
12,13,-1.4060271781705405,12.743215947528029,24.723011310251792,6.871134020618556
13,14,-0.5887060967015221,13.179813947580776,21.635105707696457,6.876288659793815
14,15,-0.592162760137555,14.147528217362531,22.017632061877297,6.932409012131716
15,16,-1.283821061050453,14.580999155457489,22.329494364330305,6.917098445595855
16,17,-0.7066559372749,15.07430077179762,23.824819426537537,6.911764705882353
17,18,-0.3328069730414537,15.67569226258031,23.66847474260146,6.9
18,19,-1.207947131482261,16.36667088959575,24.020251241644093,6.8982758620689655
19,20,-0.07336080392010555,17.05844384091667,25.986247208328706,6.903281519861831
20,21,-0.36959569170953743,17.623683524004676,25.15229013578172,6.918685121107266
21,22,0.0007183427325419545,18.09482211990373,26.239110232357547,6.918825561312608
22,23,-0.27477270498264095,18.82413102085566,27.039413423981795,6.939236111111111
23,24,-1.0431234629327846,19.23016565440093,25.640442165527645,6.8982758620689655
24,25,0.2021729079886232,19.948367039626678,28.492941713106312,6.944347826086957
25,26,7.621142307858776,20.653504483945405,26.971166847345934,6.986062717770035
26,27,1.7297062849094997,21.280246097603506,27.78211934666171,6.984265734265734
27,28,5.184835194018166,21.493285548728146,27.93513862030095,6.973867595818815
28,29,-0.7238690131117649,21.651321647647087,27.55531096647608,6.970383275261324
29,30,8.447598120500373,21.997298458319587,26.938205918245597,6.9825174825174825
30,31,0.38830188447209085,22.178220759038076,28.390193354181726,6.977351916376307
31,32,0.5497957325310648,22.485663262951903,28.44420361617213,6.949652777777778
32,33,0.09491534182361153,22.903075189541656,28.917194954181127,6.95993031358885
33,34,8.840469041074265,23.436099153420866,28.14228451228766,6.991258741258742
34,35,15.380454505626322,23.581820120722185,28.077943374549815,7.0
35,36,-0.9479352733469348,23.939105889371717,28.56559071011649,6.991273996509599
36,37,5.631551703411625,24.143752382389692,29.25874952495042,6.980802792321117
37,38,-0.11153105603255435,24.388278645554198,28.804373365885297,6.980802792321117
38,39,17.400099675081826,24.678071262248093,28.56655128676775,7.0
39,40,-0.4027578591672022,24.91266452520358,28.7783800375285,6.991258741258742
40,41,16.208017056697777,25.141729109725215,28.98871454803939,6.996503496503497
41,42,9.803043733077603,25.280586138167045,29.161240520372203,6.994755244755245
42,43,14.135381911684188,25.443570929638458,29.39989588621167,6.996503496503497
43,44,10.607896375555507,25.572657586105702,29.05756879334759,6.994755244755245
44,45,17.154466066550725,25.79995873781861,29.356988273270858,7.0
45,46,19.844020925492977,25.896064462089075,29.42287972226277,7.0
46,47,19.823231951899412,25.958598519170955,29.54353629232788,7.0
